Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
14001,Football Manager 2010,football-manager-2010,Sports,E,PC,Sega,Sports Interactive,,8.7,,0.0,0.07,,0.06,,0.01,2009.0,,http://www.vgchartz.com/game/36900/football-manager-2010/?region=All,1,,/games/boxart/full_4284471AmericaFrontccc.jpg,0.07,"Football Manager™ 2010  Features:  •	Polish Making the game faster, more immersible, more realistic and easier to play with better in game feedback and more advice.  •	Improved Match Engine  Improved AI, over 100 new animations in 3d mode, better lighting, improved pitch degradation, stadiums & crowds.  •	Match Analysis  A match analysis tool that shows you where shots, passes, crosses, headers, tackles, fouls and interceptions have happened for both sides, both live in game, and post match, allowing you to work out your, and your opponents, strengths and weaknesses.  •	New GUI  A new look to the game, and a new way of control – gone is the side menu, to be replaced by an easier to use tab system, with everything at your finger tips.  •	Tactics A new tactics module, making it much easier to make your team play as you want them to, with thousands of possible pre-set options, touchline shouts for easily changing things around, and instant changes. (the old system is still there for people who love their sliders).  •	News Center A subscription based newspaper. Get the news about the football world around you that you want, and not the news you don’t want.  •	New Data Editor A brand new data editor. Not only has the functionality and ease of editing data improved, we are also proud to announce that you can now add competitions and extra levels for leagues currently in the game, and add completely new competitions and leagues all via a very simple to use editor.  •	And more…  There are still load of additional features, both big and small, to announce for FM2010, which will be presented via a series of blogs. These are available for non-exclusive syndication for your website or publication.(Publisher) "
14002,NAtURAL DOCtRINE,natural-doctrine,Role-Playing,M,PSV,NIS America,Kadokawa Games,,,,0.0,0.07,0.02,0.01,0.03,0.01,2014.0,23rd Nov 18,http://www.vgchartz.com/game/75658/natural-doctrine/?region=All,1,,/games/boxart/full_6247201AmericaFrontccc.jpg,0.07,"In a chaotic world, a single fortress city is humanity's last beacon.Humans have taken up sword and magic against the encroaching beasts to keep their light from fading.
But some travel into the wilderness, seeking fortune. One such pair is Geoff and Vasily,who act as bodyguards for a young explorer, diving into mines overflowing with dangerous creatures.
These  explorers, known as Bergmans, long ago gained control of mines  throughout the wilderness, claiming the precious ore buried within and  using it to power the last human city and provide a peaceful life for  its more affluent citizens.
But even now, they clash with the  beasts of the wilderness, and must use whatever precious resources they  can scavenge to protect their city.
Geoff, meanwhile, dreams of  proving his worth and earning citizenship of his own. But he would soon  discover that life wasn't as simple as he once thought.
It began  suddenly - selection and survival. Alliances were tested, strained,  broken. The world was changing, evolving, and Geoff would stand as a  central figure in the upheaval.
He would have to confront... the Natural Doctrine.
Source: http://nisamerica.com/games/natural_doctrine/world/world.html "
14003,Major League Baseball 2K10,major-league-baseball-2k10,Sports,E,PSP,2K Sports,Visual Concepts,,,,0.0,0.07,0.06,,,0.01,2010.0,,http://www.vgchartz.com/game/41367/major-league-baseball-2k10/?region=All,1,,/games/boxart/full_3640846AmericaFrontccc.png,0.07,"Major League Baseball 2K10 brings baseball’s most  exciting match-up to  life:  Pitchers vs. Hitters.  Get ready to battle.
Learn the Farm - Play full games with Triple-A teams to  get a closer look at tomorrow’s stars.   Home Run Derby®  -  Play a single round or test your skills in a ladder-style  tournament. To be crowded the champ, you’ll have to outslug baseball’s  most feared power hitters. Many ways to play -  Whether you feel like playing a single season, managing multiple teams  at once, or building a dynasty in Franchise mode, we’ve got you covered.  Put your manager cap on - You’re not playing  the game, you’re controlling it. Make the lineups, pitching changes, substitutions and strategy decisions as you try to outwit your opponent.
 
--2K Sports "
14004,Terraria,terraria,Action,T,PS4,505 Games,Re-Logic,,,,0.0,0.07,,0.05,0.01,0.01,2014.0,19th Mar 18,http://www.vgchartz.com/game/84813/terraria/?region=All,1,,/games/boxart/full_2470874AmericaFrontccc.jpg,0.07,"DIG!  Each Terrarian world is filled to the brim with raw materials waiting to  be gathered, transformed, and utilized! Coupled with a robust crafting  system, the possibilities - and creations - are as limitless as your  imagination.   EXPLORE!  With an assortment of distinct biomes and structures scattered  throughout the landscape, each excursion abounds with the potential for  legendary discoveries. From the serene grasslands to the cruel Dungeon to the ominous  Corruption to the very pit of Hell itself, hours will tick by like  seconds as you delve ever deeper into the wonders and mysteries of your  particular world!
FIGHT!Wield a vast arsenal of weaponry  and armor – from swords to magic spells to firearms and beyond – as you  triumph over the enemy hordes that are intent on your destruction.
Terraria is teeming with life – both friend and foe – that you will  encounter on your expeditions. Nefarious armies, warring factions, and  epic bosses lurk in the shadows as well…seeking to tear you limb from  limb. If that wasn’t enough, it seems as if the very moon has set itself  against you! Fortunately, you are blessed with a vast and diverse arsenal of ways to  defend yourself! From swords to sorcery to firearms to cleverly-designed  traps and beyond: Terraria embraces the notion of combat on your terms,  no matter the playstyle! Take up arms and show the enemy hordes who’s  boss.
BUILD!What good is all that exploration, gathering, and fighting without a place to call home? With an immense toolbox of materials and equipment at your disposal, the only limit to building in Terraria is your creativity. Construct a simple home, an imposing fortress, a complex mechanical  system, or maybe just a statue of yourself – as is true across all of  Terraria, the choice is yours!   Become the architect of your world!Source: Official Site "
14005,Minecraft: Story Mode,minecraft-story-mode,Adventure,E10,WiiU,Mojang,Telltale Games,,,,0.0,0.07,0.04,0.03,,0.01,2016.0,22nd Mar 18,http://www.vgchartz.com/game/85923/minecraft-story-mode/?region=All,1,,/games/boxart/full_3261979AmericaFrontccc.jpeg,0.07,"An 8-Episode Epic Adventure
Minecraft: Story Mode is like a playable television show based on your favorite game, where YOU are the star, and your choices and actions decide how the story is told. Start your adventure now with Episodes 1-5!
Source: telltale.com "
14006,Space Hulk: Vengeance of the Blood Angels,space-hulk-vengeance-of-the-blood-angels,Shooter,T,PS,Electronic Arts,Key Game,,,,0.0,0.07,0.04,0.03,,0.0,1996.0,,http://www.vgchartz.com/game/45096/space-hulk-vengeance-of-the-blood-angels/?region=All,1,,/games/boxart/full_1901221AmericaFrontccc.jpg,0.07,"Cleanse and Burn...  A huge and out-of-control derelict spaceship is racing towards the  imperial planet Delvar III . The honor had befallen the Blood Angels  chapter of imperial space marines to board this gargantuan space hulk,  battle through hordes of Genestealer aliens, divert it from its course  and save the planet from certain destruction.  * back cover *  "
14007,Robot Alchemic Drive,robot-alchemic-drive,Action,T,PS2,Enix,Sandlot,,,,0.0,0.07,0.03,0.03,,0.01,2002.0,,http://www.vgchartz.com/game/1921/robot-alchemic-drive/?region=All,1,,/games/boxart/3805231ccc.jpg,0.07,"Prepare to bond with 75 tons of high-tensile robot. Direct every movement of your machine and slug you way to victory over colossal opponents in brutal hand-to-hand combat (plus missiles, lasers, shooting fists, boomerangs, and much more). Freeway overpass in the way? Take it down. Buildings crowding you? Knock 'em over.
Much more than a simple action game, Robot Alchemic Drive™ accurately simulates the operation of a remote-controlled metal titan in crowded, active urban environments. Use your giant robot as a tool to defeat enemies, complete missions, and much more.
Treat your robot well and you will be rewarded. Abuse your robot and, well, you'll wish you hadn't.
Key Features:

Concurrent gameplay occurs on two levels: The Robot plane and the human plane.
Unique control mechanism simulates remote control of huge robots.
Robots can transform into an alternate form.
Fully usable/destructible environments - if you see it, you can crush it, stomp on it, knock it down. Head up to the top of a skyscraper to view the action.
Intense graphics bring crammed urban cities to life. Classically designed robots move/transform realistically.
Innovative design enables incredible sense of scale.
R&D system enables customization and enhancement of robots.
Story-driven gameplay provides depth lacking in other ""giant robot"" titles.
Character designs by Toshihiro Kawamoto of hit Anime ""Cowboy Bebop"".

- From Square-Enix "
14008,Tokyo Beat Down,tokyo-beat-down,Action,T,DS,Atlus,Success,,,,0.0,0.07,0.06,,,0.01,2009.0,,http://www.vgchartz.com/game/30591/tokyo-beat-down/?region=All,1,,/games/boxart/full_2345155AmericaFrontccc.jpg,0.07,"Who has it within them to rise up against the ever growing threat of violence, crime, and terrorism on the streets of Tokyo? Enter the Beast Cops, tireless servants of justice. These men and women struggle night and day for the heart of the city. They'll match any villain punch for punch, kick for kick, bullet for bullet. They're Beast Cops because they will do whatever it takes, pay any price, inflict as much damage as necessary, in order to restore peace and security to the streets of Tokyo.Features

Beat 'em up that lets you shoot 'em upWhen fisticuffs aren't enough, add guns to deliver a whole new brand of justice to the mean streets of Tokyo. Pick up a variety of weapons, ranging from handguns to rocket launchers, for intense action on each level.
Badass 70's cop show vibeOutrageous style, over-the-top substance, and no holds barred hardboiled police action mix with madcap humor and sharply-written dialogue. Dishing out justice to the seamy underbelly of Tokyo has never been this satisfying.
Multiple characters & endingsThis sordid tale of Tokyo's criminal set unfolds through the eyes of three different cops with unique play styles. Story branches lead to multiple endings that determine whether you'll get your shot to beat down the ultimate crime boss.
 "
14009,Digimon All-Star Rumble,digimon-all-star-rumble,Fighting,,X360,Namco Bandai Games,PROPE,,,,0.0,0.07,0.05,0.01,,0.01,2014.0,,http://www.vgchartz.com/game/83874/digimon-all-star-rumble/?region=All,1,,/games/boxart/full_6788211PALFrontccc.jpg,0.07, 
14010,Motor Toon Grand Prix (Japan),motor-toon-grand-prix-japan,Racing,,PS,Sony Computer Entertainment,Sony Computer Entertainment Japan,,,,0.0,0.07,,,0.06,0.0,1994.0,,http://www.vgchartz.com/game/3849/motor-toon-grand-prix-japan/?region=All,1,,/games/boxart/full_3077401JapanFrontccc.jpg,0.07, 
