,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
0,11001,Cabela's Dangerous Hunts 2009,cabelas-dangerous-hunts-2009,Sports,T,X360,Activision,Activision,,,,0.0,0.13,0.12,0.0,,0.01,2008.0,,http://www.vgchartz.com/game/27446/cabelas-dangerous-hunts-2009/?region=All,1,,/games/boxart/full_7104593AmericaFrontccc.jpg,0.13,"
Face the world's most dangerous animals, where a well-placed shot draws the line between life and death in the thrilling, non-stop hunting adventure of Cabela's® Dangerous Hunts 2009™.




The most dangerous animals: Hunt 25 of the world's most dangerous animals. React quickly or be mauled by lions, grizzly bears, Cape buffalo, rhinos, elephants, jaguars, and more. 
Exotic locations: Hunt in nine exotic locations around the globe, including the Alaskan wilderness, the African savannah, the Russian tundra, and the South African jungle. 
Intense danger: Failing to stop a ferocious animal charge will leave you in an intense struggle for survival. Each level ends with a challenging boss encounter, requiring skill and strategy to bring down the trophy. And it's not just dangerous animals you'll face, but avalanches, stampedes, plane crashes, and even piranha-infested waters. 
High-powered weapons: Use nine different high-powered rifles to bring down the big game, with over 30 upgrades including scopes, magazines, ammunition, and stocks. 
Multiple hunting modes: Play as Flint Abrahams in Story Mode, as you go on a quest to hunt the world's most dangerous game. Use the skills you've acquired in a series of special hunting challenges in the Bonus Hunt Mode, or fight waves of attacking animals in the arcade-style Action Zone Mode, where you can compare your score against your friends.



 
Xbox.com "
1,11002,Dragon Age Origins: Awakening,dragon-age-origins-awakening,Role-Playing,M,PC,Electronic Arts,BioWare Corp.,,8.3,,0.0,0.13,0.01,0.1,,0.02,2010.0,,http://www.vgchartz.com/game/42454/dragon-age-origins-awakening/?region=All,1,,/games/boxart/full_4935578AmericaFrontccc.jpg,0.13,"From the Makers of the Best RPG of 2009, Dragon Age: Origins, comes the first official expansion pack.
For centuries, the Grey Wardens—the ancient order of guardians, sworn to unite and defend the lands—have been battling the darkspawn forces. Legend spoke that slaying the Archdemon would have put an end to the darkspawn threat for centuries to come, but somehow they remain.
You are the Grey Warden Commander and have been entrusted with the duty of rebuilding the order of Grey Wardens and uncovering the secrets of the darkspawn and how they managed to remain.
How you choose to rebuild your order, how you resolve the conflict with ""The Architect"", and how you determine the fate of the darkspawn will be but some of the many complex choices that await and shape your journey as you venture to the new land of Amaranthine.

A Stunning World Expanded: BioWare's deepest universe to date just got bigger with an all new area of the world to explore, Amaranthine

Unlock the secrets of the Darkspawn and their true motivations
Rebuild the Grey Warden order and establish their base of operations at Vigil's Keep

All-new Complex Moral Choices: Embark on an epic story that is completely defined and reactive to your play style

Shape your entire experience based on the choices you make and how your handle complex situations

New Ways to Customize your Hero: Experience additional spells, abilities, specializations, and items to further personalize and customize your hero and party

Import your character from Dragon Age: Origins or start anew as a Grey Warden from the neighboring land of Orlais
Encounter five all-new party members and an old favorite from Dragon Age: Origins

Even more Bone-Crushing, Visceral Combat: Battle against a new range of horrific and terrifying creatures

Put your skills to the test against an evolved, intelligent breed of Darkspawn and other menacing creatures including the Inferno Golem and Spectral Dragon!


(Official site) "
2,11003,R.B.I. Baseball 18,rbi-baseball-18,Sports,,NS,MLB Advanced Media,MLB.com,,,,0.0,0.13,0.12,,,0.01,2018.0,20th Jan 18,http://www.vgchartz.com/game/220862/rbi-baseball-18/?region=All,1,,/games/boxart/full_2982976AmericaFrontccc.jpg,0.13, 
3,11004,Aikatsu! 365 Idol Days,aikatsu-365-idol-days,Adventure,,3DS,Bandai Namco Games,Bandai Namco Games,,,,0.0,0.13,,,0.13,,2014.0,06th Aug 18,http://www.vgchartz.com/game/83869/aikatsu-365-idol-days/?region=All,1,,/games/boxart/full_5508319JapanFrontccc.jpg,0.13, 
4,11005,The Amazing Race,the-amazing-race,Misc,E,Wii,Ubisoft,Ludia Inc.,,,,0.0,0.13,0.12,,,0.01,2010.0,,http://www.vgchartz.com/game/46833/the-amazing-race/?region=All,1,,/games/boxart/full_the-amazing-race_5AmericaFront.jpg,0.13,"Race around the world and experience the thrill of the hit reality  series with The Amazing Race video game! Grab your clue, choose your  transportation, and make your way to the pit stop! Just like in the TV  show you’ll overcome Detours, Road Blocks, Fast Forwards, Intersections  and more as you make your way through exotic locations all across the  globe! And don’t forget to watch out for unexpected obstacles that could  slow you down. Meet Phil Keoghan at every pit stop as he reads  your clues, introduces challenges and gives you prizes. Will you beat  your competition in the race to the mat or experience what it feels like  to hear him say ""I'm sorry, your team is the last to arrive""? Find out  as you experience all the excitement the show has to offer wrapped up in  hours of fun! Features:

2-player cooperative races or 4-player competitive matches
16 different types of mini-games
Short, medium and long races
84 unique locations, 28 cities and 5 continents
Unlock highlights from the TV show as reward for progress in the game
Play against familiar duos like The Goths, The Cowboys, the Students and more - Travel facts and photos from around the world
Luck of the Race – random events, like flat tires and shortcuts, give teams an extra boost or obstacle!

http://www.ubi.com/US/Games/Info.aspx?pId=9048 "
5,11006,Destruction Derby Arenas,destruction-derby-arenas,Racing,T,PS2,Gathering of Developers,Studio 33,,,,0.0,0.13,0.06,0.05,,0.02,2004.0,,http://www.vgchartz.com/game/14826/destruction-derby-arenas/?region=All,1,,/games/boxart/5127451ccc.gif,0.13,"Destruction Derby Arenas puts gamers behind the wheel of a supercharged wrecking ball of American muscle, and turns loose up to 20 competing garage gladiators online. Insane tracks with interactive obstacles like hydraulic lifts; speeding trains and huge ramps will obliterate the competition... if they don’t smash you first. Destruction Derby Arenas delivers an accessible online offering focused on fun and high-speed gameplay, without getting bogged down with extraneous detail like clan based, over-competitive online shooters or time swallowing RPGs. Rock n’ Roll and Gasoline will drive the snarling V8’s of these turbocharged monsters in this winner take all smashfest for the checkered flag.
Take 2 "
6,11007,MLB Power Pros 2008,mlb-power-pros-2008,Sports,E,Wii,2K Sports,PawaPuro Production,,,,0.0,0.13,0.11,,0.01,0.01,2008.0,,http://www.vgchartz.com/game/23587/mlb-power-pros-2008/?region=All,1,,/games/boxart/4722423ccc.jpg,0.13,"MLB® Power Pros 2008 delivers a unique flair to America’s favorite pastime with an original visual style, pick-up-and-play gameplay mechanics and several deep gameplay modes
Gameplay Modes

Exhibition ModePlay a one-off match with your favorite team.
Success ModeWork your way from the Minors all the way up to the Big Leagues!
Season ModePlay through a full season and compete for the championship.
MLB Life ModeExperience life as a Major Leaguer.
Home Run ChallengeHit as many home runs as you can in the span of 10 pitches.
League ModeCompete in a league with up to 6 players.
Practice ModeLearn the basics.

2kSports.com "
7,11008,Zenses: Ocean,zenses-ocean,Puzzle,E,DS,Game Factory,Shin'en,,,,0.0,0.13,0.11,0.01,,0.01,2008.0,,http://www.vgchartz.com/game/28579/zenses-ocean/?region=All,1,,/games/boxart/full_7794620AmericaFrontccc.jpg,0.13,"
Escape the World Around You
Relax by playing puzzle games inspired by the movements of the tide,        rippling water, riffs and corals, beach vegetation and sea life. Zenses        Ocean is an indulgent, soothing experience with high quality visuals and        ambient sounds inspired by the natural sounds of the sea. Subliminal        addictive puzzles such as Hot Spot, Shell Twirl, Turtle Turn, Pearl        Diver and Wave Breaker were created to give you an escape from the        stress of every day life.

 Lets you escape from the stress of daily life while challenging the          mind, body and spirit through relaxing puzzle games, soothing ambient          sounds and authentic rainforest and oceanic visuals 
 Designed for casual play - whether it's for three minutes or for a          three-hour escape - and offers a collection of six easy to pick up,          yet addictive puzzle/brain games that are as fun as they are          challenging 
 A clean, fresh and spa-like interface highlights the earth's natural          wonders and beauty 
 A pleasant mixture of 2D and 3D - Zenses is controlled using the          stylus only. Not a single key press is necessary 

Nintendo "
8,11009,Project CARS,project-cars,Racing,E,PC,Bandai Namco Games,Slightly Mad Studios,,,,0.0,0.13,,0.12,,0.01,2015.0,05th Jan 18,http://www.vgchartz.com/game/73278/project-cars/?region=All,1,,/games/boxart/full_5220018PALFrontccc.jpg,0.13, 
9,11010,Chuck E. Cheese's Game Room,chuck-e-cheeses-game-room,Misc,E,DS,UFO Interactive,Starfish,,,,0.0,0.13,0.12,,,0.01,2010.0,,http://www.vgchartz.com/game/48442/chuck-e-cheeses-game-room/?region=All,1,,/games/boxart/full_chuck-e-cheeses-game-room_3AmericaFront.jpg,0.13, 
10,11011,Rumble Roses XX,rumble-roses-xx,Fighting,M,X360,Konami,Yuke's Future Media Creators,,6.5,,0.0,0.13,0.07,0.01,0.04,0.01,2006.0,,http://www.vgchartz.com/game/1955/rumble-roses-xx/?region=All,1,,/games/boxart/2530339ccc.jpg,0.13,"The vixens of wrestling are back. Delivering looks that kill with the visual ""enhancements"" that you would expect for a next generation game, Rumble Roses XX is more than just another pretty face. Get in the ring and unload submission holds, reversals, and an increased number of other new moves. Customize your own character, then go online and team up with another beauty in head-to-head and tag team matches. Fight fair or fight dirty and humiliate your opponents.

THE FIRST WRESTLING EXPERIENCE FOR THE XBOX 360™
NEW GAMEPLAY MODES: Handicap Matches, 3- and 4-way Battles, Street Fights,  Queen's Matches and Tag Team Matches where team dynamics are affected by each  girl's attitude toward one another. Team up with a friend and she'll save you  from a pin fall. Team up with an enemy and you might be on your own. 
NEW WRESTLING MOVES: Break down and humiliate your opponents with a wider  variety of moves, reversals and combinations, then finish them off with a unique  and powerful finishing move, and use your partner to execute a wildly powerful  double-team action move! 
GET ONLINE WITH XBOX LIVE! Compete online as a team or go head-to-head,  check out online rankings, upload/download images from character photo shoots  and more. 
MORE THAN 40 WRESTLERS: Customize your character with a variety of costume  changes and physiques and win over the crowd to become a """"superstar"""" with a  new entrance sequence and upgraded moves. 
NEW COLLECTION SYSTEM: Earn points by winning matches to collect new  costumes, penalty games, photo shoot actions, entrance animations and more. 
LEARN THE ROPES: You can't expect to win if you don't know the basics. Use  the tutorial to learn the ins and outs of wrestling and pick up some new tricks  along the way! 
PHOTO SHOOT: Shoot photos of your character in a variety of different  settings, save your favorites and share with others via Xbox Live! 
MADE BY THE KINGS OF WRESTLING: Developed in conjunction with Yuke's  Entertainment - the undisputed champion of wrestling game development""

Konami "
11,11012,Littlest Pet Shop: Spring,littlest-pet-shop-spring,Simulation,E,DS,Electronic Arts,EA Salt Lake,,,,0.0,0.13,0.12,0.0,,0.01,2009.0,,http://www.vgchartz.com/game/31174/littlest-pet-shop-spring/?region=All,1,,/games/boxart/full_126758AmericaFrontccc.jpg,0.13,"
Your Littlest Pet Shop pets SPRING to life!
Collect 20 pets - including brand new Fanciest, Cuddliest, Sportiest,        Chilliest and more! Dress up your pets with over 100 accessories to make        them even cuter.  Explore an all-new Spring world! Play 20 fun games and        earn Kibble Coins to unlock accessories, playsets, and new pets too!
 
Nintendo "
12,11013,The BIGS 2,the-bigs-2,Sports,E10,PS3,2K Sports,Blue Castle Games,,,,0.0,0.13,0.12,,,0.01,2009.0,,http://www.vgchartz.com/game/33340/the-bigs-2/?region=All,1,,/games/boxart/full_1293697AmericaFrontccc.jpg,0.13,"The Big Leagues just got BIGGER! Available on all major video game consoles, The BIGS 2 allows fans to experience heroic gameplay, legendary game modes and incredible player models. Elevating The BIGS 2 to new heights are bigger power-ups, amazing visual effects, and an all new career mode. Featuring exciting player animations and pick-up-and-play controls, The BIGS 2 delivers an action-packed, heroic MLB® video game experience.
Become A Legend Mode: New & improved story mode, picking up at the end of the “Rookie Challenge” mode from The BIGS. Create a player and progress your career from a Mexican league to the Majors and, eventually, the Hall of Fame. Along the way, compete in boss battles against MLB legends. Season Mode: As requested by fans, enjoy a new Season Mode featuring full MLB schedules, stat tracking and roster management.  Improved Gameplay: Bigger and better arcade baseball action, featuring Legendary Moves, Batter’s Wheelhouse & a more powerful Big Slam. Home Run Pinball: Enjoy exciting single player or co-op action in Times Square or three new environments.  Mini-Games: Test your hitting, fielding, running and throwing skills against MLB stars in several all-new mini-games.
2K Sports Website "
