,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
0,10001,.hack//G.U. Vol.2//Reminisce (jp sales),.hack,Role-Playing,T,PS2,Namco Bandai,CyberConnect2,,,,0.0,0.16,,,0.16,,2007.0,,http://www.vgchartz.com/game/3463/hackgu-vol2reminisce-jp-sales/?region=All,1,,/games/boxart/9123002ccc.jpg,0.16,"The second installment of the exciting .hack//G.U. trilogy immerses players back in ""The World"".
What if your actions in a game changed the course of your reality? What is reality? .hack//G.U. Vol. 2: Reminisce challenges players to ponder these questions, while delivering an epic Action-RPG experience. .hack//G.U. Vol. 2: Reminisce picks up where players left off at the exhilarating conclusion of .hack//G.U. Vol. 1.
After defeating the mysterious Tri-Edge, Haseo and his friends learn that they cannot log out of ""The World."" But one of their own is whithering away - can she be saved in time? With new fighting abilities, new weapons, new party members, and new environments to explore, .hack//G.U. Vol. 2: Reminisce brings you deeper into the fantastical and creative ""World"" again.
Playstation "
1,10002,Rapala Pro Fishing,rapala-pro-fishing,Sports,E,XB,Activision,FUN Labs,,,,0.0,0.16,0.12,0.03,,0.01,2004.0,,http://www.vgchartz.com/game/1840/rapala-pro-fishing/?region=All,1,,/games/boxart/9996292ccc.jpg,0.16,"Grab your tackle box, launch the bass boat and LET'S GO! Rapala® Pro Fishing sets the standard for all fishing games. Never before has a fishing game brought you all the: authentic Rapala® fishing gear, guided fishing trips with Rapala®'s Pro Staff and a BOATLOAD OF ACTION! Time to set the hook and land that TROPHY of a lifetime!
 
Source - www.activision.com (publisher) "
2,10003,Pro Baseball Spirits 2015,pro-baseball-spirits-2015,Sports,,PS3,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",,,,0.0,0.16,,,0.16,,2015.0,01st May 18,http://www.vgchartz.com/game/85325/pro-baseball-spirits-2015/?region=All,1,,/games/boxart/full_7012921JapanFrontccc.jpg,0.16, 
3,10004,Ghost in the Shell: Stand Alone Complex,ghost-in-the-shell-stand-alone-complex,Adventure,M,PS2,Bandai,Cavia Inc.,,6.6,,0.0,0.16,0.08,0.06,,0.02,2004.0,,http://www.vgchartz.com/game/855/ghost-in-the-shell-stand-alone-complex/?region=All,1,,/games/boxart/5823122ccc.jpg,0.16,"In a world without borders, terrorism knows no limits.  
 
In the year 2030, where does reality end and virtuality begin?  The line between cyborg and human is almost indistinguishable and cyber-crime, espionage, and terrorism plague a society lost between humanity and technology.
 
As Section 9’s secret weapon, Major Motoko Kusanagi is humanity’s last hope.  
Cybernetic body, human brain.  All woman, all business. "
4,10005,Pillars of Eternity,pillars-of-eternity,Role-Playing,M,PS4,Paradox Interactive,Obsidian Entertainment,,8.3,,0.0,0.16,0.11,0.02,,0.03,2017.0,15th Apr 18,http://www.vgchartz.com/game/184289/pillars-of-eternity/?region=All,1,,/games/boxart/full_8230846AmericaFrontccc.jpg,0.16,"What is Eternity?
""Eternity aims to recapture the magic, imagination, depth, and nostalgia of classic RPG's that we enjoyed making - and playing. At Obsidian, we have the people responsible for many of those classic games and we want to bring those games back… and that’s why we’re here - we need your help to make it a reality!
Eternity will take the central hero, memorable companions and the epic exploration of Baldur’s Gate, add in the fun, intense combat and dungeon diving of Icewind Dale, and tie it all together with the emotional writing and mature thematic exploration of Planescape: Torment.""
Source: Developer "
5,10006,Ener-G: Dance Squad,ener-g-dance-squad,Sports,E,DS,Ubisoft,Lexis Numerique,,,,0.0,0.16,0.15,0.0,,0.01,2008.0,,http://www.vgchartz.com/game/25982/ener-g-dance-squad/?region=All,1,,/games/boxart/full_9368072AmericaFrontccc.jpg,0.16,"Players embody Laura, an athletic and passionate girl, who is ready to work as hard as it takes to become the world champion of modern dance. With the help of her eccentric coach and his charming son, she will learn new skills and soon reveal her full potential as a dancer. However, the road to victory will be full of surprises. Laura will meet and challenge a lot of different dancers on a huge of variety of music and styles.Key Features:

Two game modes: Play through story mode or try your skills in challenge mode, where you can compete in unlocked activities at any time 
Express creativity: Choreograph dances by combining the coolest moves. Score extra points by following the rhythm of the music 
Learn new moves while progressing through the adventure 
Choose custom outfits and accessories to wear during competitions 
Customize the music to fit the choreography and change the dance floor to match the style:  

R&B/Soul 
Electro Dance 
Funk/Disco 
Pop/Rock 
Classic 
Tribal 


Compete against 12 different opponents, each with their own specific strong points and personalities 
Watch the dance replay to admire and improve on your style 
Unlock exclusive pictures and exchange them with friends via Nintendo Wi-Fi Connection.
 "
6,10007,TNA iMPACT!,tna-impact,Fighting,T,Wii,Midway Games,Midway Studios Los Angeles,,5.3,,0.0,0.16,0.14,0.01,,0.01,2008.0,,http://www.vgchartz.com/game/15197/tna-impact/?region=All,1,4.9,/games/boxart/8368624ccc.jpg,0.16,"Spike TV's innovative six-sided wrestling ring is now yours to step into with this game based on the TNA Wrestling league. This is the exclusive Total Nonstop Action Wrestling game based on the top-rated weekly television show! Enter the signature six-sided ring and prepare for all of the high-flying slams and takedowns with more than 20 TNA stars like Kurt Angle, AJ Styles and Samoa Joe. Or, build the ultimate wrestler with custom appearance, moves and style to deliver the hard-hitting, adrenaline pumping action seen only in TNA Wrestling! "
7,10008,Apartment 666,apartment-666,Action-Adventure,,PC,Unknown,I Need Play,,,,0.16,0.0,,,,,2008.0,19th Mar 19,http://www.vgchartz.com/game/223894/apartment-666/?region=All,1,,/games/boxart/full_3541643AmericaFrontccc.jpg,0.16, 
8,10009,Battle Soccer: Field no Hasha,battle-soccer-field-no-hasha,Sports,,SNES,Banpresto,Banpresto,,,,0.0,0.16,,,0.16,,1992.0,,http://www.vgchartz.com/game/2893/battle-soccer-field-no-hasha/?region=All,1,,/games/boxart/full_3379753JapanFrontccc.jpg,0.16,"Battle Soccer: Field no Hasha is a Soccer Sim game, published by Banpresto,  which was released in Japan in 1992. "
9,10010,Rudolph the Red-Nosed Reindeer,rudolph-the-red-nosed-reindeer,Action,E,DS,Crave Entertainment,Glyphic Entertainment,,,,0.0,0.16,0.15,,,0.01,2010.0,,http://www.vgchartz.com/game/47522/rudolph-the-red-nosed-reindeer/?region=All,1,,/games/boxart/full_rudolph-the-red-nosed-reindeer_9AmericaFront.jpg,0.16,"For over 40  years, Rudolph The Red-Nosed Reindeer® has delighted and  captured the      hearts of  children everywhere. Now for the first time ever, this  timeless Holiday Classic  has come to the Nintendo DS™ and Wii™!      You can play with Rudolph and all his  friends and help save  Christmas! Rudolph the Red Nose Reindeer makes the  perfect Holiday Gift  with fun for the      entire family.
Rudolph the Red-Nosed Reindeer® provides a fun and interactive way of       presenting this timeless classic story known by both children and  their parents across the globe.  Each interactive story can be read  aloud by      the parent or child.  In addition, every scene of each story is  presented as a fun and colorful illustration with many animated elements  and      interactive areas that will play enjoyable sounds and animations  when touched.
Help Rudolph and the gang save Christmas!
Features:
• Build,  Create and Play with all your favorite characters from Rudolph the Red-Nosed  Reindeer®. • Help Mrs.  Claus bake cookies or help Yukon search for gold! • Get into the Christmas spirit with dozens of Holly Jolly TM mini games!
http://www.redwagongames.com/Rudolph/index.php "
