,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
0,1001,Rocket League,rocket-league,Sports,E,PS4,505 Games,Psyonix Studios,,8.7,,0.0,2.02,0.37,1.34,,0.31,2016.0,04th Apr 18,http://www.vgchartz.com/game/85773/rocket-league/?region=All,1,,/games/boxart/full_9866011AmericaFrontccc.jpg,2.02,"
Winner or Nominee of more than 150 'Best of 2015' Awards, including Game of the Year, Best Sports Game, and Best Multiplayer Game, Rocket League® combines soccer with driving in an unbelievable physics-based multiplayer-focused sequel to Supersonic Acrobatic Rocket-Powered Battle-Cars! Choose from a variety of high-flying vehicles equipped with huge rocket boosters to score amazing aerial goals and pull off incredible, game-changing saves!
SEASON
All-new Season Mode that allows players to enjoy a full single-player experience.
CUSTOMIZE
Extensive Battle-Car customization with more than 10 billion possible combinations.
PLAY AND LEARN
Unlockable items and vehicles, stat tracking, leaderboards, and more.
ONLINE
Addictive 8-player online action with a variety of different team sizes and configurations.
SPLITSCREEN
Amazing 2, 3, and 4 player splitscreen mode that can be played locally or taken online.
Source: rocketleague.com
 "
1,1002,NBA 2K18,nba-2k18,Sports,E10,XOne,2K Sports,Visual Concepts,,7.7,,0.0,2.02,1.67,0.14,,0.21,2017.0,02nd Apr 18,http://www.vgchartz.com/game/174554/nba-2k18/?region=All,1,,/games/boxart/full_1524157AmericaFrontccc.jpg,2.02,"
Dominate the competition in NBA 2K18
The highest rated* annual sports title of this console generation returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court.
*According to 2008 - 2016 Metacritic.com
Source:  2k.com
 "
2,1003,Call of Duty: Black Ops 3,call-of-duty-black-ops-3,Shooter,M,X360,Activision,Treyarch,,,,0.0,2.01,1.36,0.47,,0.19,2015.0,14th Jan 18,http://www.vgchartz.com/game/85732/call-of-duty-black-ops-3/?region=All,1,,/games/boxart/full_2985212AmericaFrontccc.jpg,2.01,"Call of Duty: Black Ops III combines three unique game modes: Campaign, Multiplayer and Zombies, providing fans with the deepest and most ambitious Call of Duty ever. The Campaign has been designed as a co-op game that can be played with up to 4 players online or as a solo cinematic thrill-ride. Multiplayer will be the franchise’s deepest, most rewarding and most engaging to date, with new ways to rank up, customize, and gear up for battle. And Zombies delivers an all-new mind-blowing experience with its own dedicated narrative. The title ushers in an unprecedented level of innovation, including jaw-dropping environments, never before experienced weaponry and abilities, and the introduction of a new, improved fluid movement system.
Source: Official Site "
3,1004,Need for Speed: The Run,need-for-speed-the-run,Racing,T,PS3,Electronic Arts,EA Black Box,,6.3,,0.0,2.01,0.58,1.05,0.03,0.35,2011.0,,http://www.vgchartz.com/game/51003/need-for-speed-the-run/?region=All,1,,/games/boxart/full_need-for-speed-the-run_770AmericaFront.jpg,2.01," 

The Race of Your Life
It’s called The Run. An illicit, high-stakes race across the country.  The only way to get your life back is to be the first from San  Francisco to New York.
No speed limits. No rules. No allies. All you have are your driving  skills and sheer determination as you battle hundreds of the world’s  most notorious drivers on the country’s most dangerous roads.
In Need for Speed The Run, you’ll weave through dense urban centers,  rocket down icy mountain passes and navigate narrow canyons at breakneck  speeds, all the while evading a relentless police force prepared – and  willing – to use lethal force to take you down.
 
EA Games
 "
4,1005,Dragon Ball: Xenoverse,dragon-ball-xenoverse,Fighting,T,PS4,Namco Bandai Games,Dimps Corporation,,,,2.01,0.0,,,,,2015.0,11th Sep 18,http://www.vgchartz.com/game/82944/dragon-ball-xenoverse/?region=All,1,,/games/boxart/full_2446198AmericaFrontccc.jpg,2.01, 
5,1006,Stick Fight: The Game,stick-fight-the-game,Fighting,,PC,Unknown,Landfall West,,,,2.01,0.0,,,,,2015.0,02nd Feb 19,http://www.vgchartz.com/game/223382/stick-fight-the-game/?region=All,1,,/games/boxart/full_6483102AmericaFrontccc.jpg,2.01, 
6,1007,Plague Inc: Evolved,plague-inc-evolved,Strategy,,PC,Ndemic Creations,Ndemic Creations,,,,2.0,0.0,,,,,2020.0,02nd Feb 19,http://www.vgchartz.com/game/82995/plague-inc-evolved/?region=All,1,,/games/boxart/full_447054AmericaFrontccc.jpg,2.0, 
7,1008,Dead Space,dead-space,Shooter,M,PS3,Electronic Arts,EA Redwood Shores,,8.9,,0.0,2.0,1.05,0.66,,0.29,2008.0,,http://www.vgchartz.com/game/13107/dead-space/?region=All,1,8.4,/games/boxart/full_9621972AmericaFrontccc.jpg,2.0,"
When an immense mining ship, the USG Ishimura, comes into contact with a mysterious alien artifact in Dead Space, its communications with Earth are mysteriously cut off. Engineer Isaac Clarke is sent to repair the Ishimura's communications array, but he arrives to find a living nightmare—the ship is a floating bloodbath, the crew unspeakably mutilated and infected by an ancient alien scourge. Clarke's repair mission becomes one of survival as he fights not just to save himself, but to return the artifact to the planet … at any cost.


Strategic dismemberment: Shear off limbs with powerful weapons as you carve a bloody path through the alien hordes. Find ways to neutralize attacking enemies effectively or they'll keep coming at you. When ammo runs low, use telekinesis to pick up objects—even the enemies' own arms and legs—and fire them at anything that stands in your way.
Terror in the far reaches of space: A blood-curdling interactive horror experience features state-of-the art graphics and effects, a panic-inducing audio system, and a truly frightening atmosphere of death and despair.
Real zero G: Battle relentless enemies and crack challenging puzzles in unprecedented zero-gravity environments that reinvent survival horror.
Uncover the horrific truth: Cut through the harrowing mystery to stop the alien onslaught. Discover the tragic story of the Ishimura's downfall through the final, frantic logs of the ship's hideously transformed crew.
 "
8,1009,Bloodborne,bloodborne,Role-Playing,M,PS4,Sony Computer Entertainment,From Software,,8.2,,2.0,0.0,,,,,2015.0,10th Apr 18,http://www.vgchartz.com/game/82937/bloodborne/?region=All,1,,/games/boxart/full_157272AmericaFrontccc.png,2.0,"Face your fears in this dangerous new world, where danger, death and madness lurk around every corner.
Introducing Bloodborne, the latest Action RPG from renowned Japanese developer FromSoftware, makers of the hit Dark Souls series, coming exclusively to the PlayStation®4 system. Face your fears as you search for answers in the ancient city of Yharnam, now cursed with a strange endemic illness spreading through the streets like wildfire. Danger, death and madness lurk around every corner of this dark and horrific world, and you must discover its darkest secrets in order to survive.

A Terrifying New World: Journey to a horror-filled gothic city where deranged mobs and nightmarish creatures lurk around every corner.
Strategic Action Combat: Armed with a unique arsenal of weaponry, including guns and saw cleavers, you'll need wits, strategy and reflexes to take down the agile and intelligent enemies that guard the city's dark secrets.
A New Generation of Action RPG: Stunningly detailed gothic environments, atmospheric lighting, and advanced new online experiences showcase the power and prowess of the PlayStation(R)4 system.
Ever-changing Chalice Dungeons to Explore: Use holy chalices to gain entrance to a network of vast underground ruins, filled with traps, beasts, and rewards, to explore and conquer alone or with others. These procedurally generated dungeons offer brand new challenges to master, and can be uploaded or shared with friends.

 Source: PlayStation "
9,1010,Detroit: Become Human,detroit-become-human,Adventure,M,PS4,Sony Interactive Entertainment,Quantic Dream,,8.0,,2.0,0.0,,,,,2018.0,05th Jun 18,http://www.vgchartz.com/game/86175/detroit-become-human/?region=All,1,8.0,/games/boxart/full_6117415AmericaFrontccc.jpg,2.0,"
Enter the near-future metropolis of Detroit in 2038 – a city  rejuvenated by the introduction of highly advanced androids that exist  only to serve mankind. But that’s all about to change…
Step into the shoes of three distinct android characters as this  brave new world teeters on the brink of chaos. Your decisions  dramatically alter how the game’s intense, branching narrative plays  out. With thousands of choices and dozens of endings, how will you  affect the future of Detroit? 
Source: Publisher
 "
10,1011,Diablo II: Lord of Destruction,diablo-ii-lord-of-destruction,Role-Playing,M,PC,Blizzard Entertainment,Blizzard North,,,,2.0,0.0,,,,,2001.0,,http://www.vgchartz.com/game/7277/diablo-ii-lord-of-destruction/?region=All,1,,/games/boxart/full_756915AmericaFrontccc.jpg,2.0,"Since the beginning of time, the forces of Order and Chaos have been engaged in an eternal struggle to decide the fate of all Creation. That struggle has now come to the Mortal Realm...and neither Man, Demon, nor Angel will be left unscathed...In Diablo II: Lord of Destruction, you will return to follow the path of Baal, the last of the Prime Evils, into the Barbarian Highlands of the north. Traveling with hordes of demonic minions, Baal intends to corrupt the powerful Worldstone, which protects the whole of the mortal plane from the forces of Hell.You will face a new series of quests and challenges to prevent the vile minions of the underworld from destroying the world of Sanctuary.
Expansion Set Features    * Two new character classes (the Assassin and the Druid) each with 30 unique skills/spells    * One new Act set in the Barbarian Highlands    * Many new monster types, including bosses and uniques    * Interactive environments, such as siege towers and fortified battlements    * Thousands of new weapons, armor, and magical items, including class-specific quest items    * New recipes for the Horadric Cube    * Increased Stash Size    * Supports 800x600 Resolution 
 
 
Source: http://www.blizzard.com/us/diablo2exp/ "
11,1012,Dragon Ball Z: Budokai Tenkaichi,dragon-ball-z-budokai-tenkaichi,Fighting,,PS2,Atari,Spike,,,,2.0,0.0,,,,,2005.0,,http://www.vgchartz.com/game/576/dragon-ball-z-budokai-tenkaichi/?region=All,1,,/games/boxart/9342083ccc.jpg,2.0,"Dragon Ball Z: Budokai Tenkaichi lets you play as more than 60 characters from the Dragon Ball Z TV series. You can battle using authentic special attacks of each character as you run, fly, and swim through fully destructible and free-roaming levels. Design your own character by assigning and upgrading 10 different attributes. Dragon Ball Z: Budokai Tenkaichi has multiple game modes for both one and two players.
 
Source: us.playstation.com "
12,1013,Dragon Quest Monsters: Joker 2,dragon-quest-monsters-joker-2,Role-Playing,E10,DS,Nintendo,TOSE Software,,8.1,,2.0,0.0,,,,,2011.0,,http://www.vgchartz.com/game/42928/dragon-quest-monsters-joker-2/?region=All,1,,/games/boxart/full_dragon-quest-monsters-joker-2_128AmericaFront.jpg,2.0,"A Monster Scouting Report
As Monster Scouts, players can recruit wild monsters to build a team and        battle against other players in this turn-based role-playing game. Each        year, monster scouts from around the world gather to compete for the        title of world’s greatest scout. Players crash-land on a mysterious        island after their airship is struck by lightning. They must rescue        their missing passengers and crew members by fighting various enemies        using their own monster parties. The only way off the island is to solve        its many mysteries.

 Become the world’s greatest Monster Scout in Dragon Quest          Monsters: Joker™ 2, a spinoff of the fan-favorite DRAGON          QUEST core series. Players scout and collect monsters in order to          build a team to battle enemies. 


 When a player’s party encounters other monsters in a battle, they can          try to recruit those monsters with their scouting skills. A meter on          the top screen indicates the chance that players can scout a monster.          The higher the number, the higher the chance the monster will join a          player’s party. 


 More than 300 different monsters are available to scout and          synthesize. By synthesizing two different monsters, players can create          new, more powerful monsters. These monsters can be customized using          more than 240 skill trees. Some monsters return from previous DRAGON          QUEST games, while others are new. 


 In battles, monsters level up to learn new skills and become more          powerful. 


 Players can battle their monster teams against one another using a          local wireless connection. Or, using a broadband Internet connection,          they can connect to Nintendo® Wi-Fi Connection to battle against other          players. 


 The Wi-Fi World Tournament lets players battle against other monster          teams around the world. 


 The game supports a variety of Tag Mode options that let players          connect and share data with others: 

- Players who connect via Tag Mode with owners of DRAGON QUEST VI®:        Realms of Revelation™ or DRAGON QUEST IX: Sentinels of the        Starry Skies™ can scout monsters from those games.
- Players who connect via Tag Mode with other Dragon Quest Monsters:        Joker 2 players can battle against them and have a chance to scout their        monsters without affecting their games.
 
Nintendo "
