Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
9001,Descent,descent,Shooter,T,PS,Interplay,Parallax Software,,,,0.0,0.19,0.11,0.07,,0.01,1996.0,,http://www.vgchartz.com/game/504/descent/?region=All,1,,/games/boxart/full_9502774AmericaFrontccc.jpg,0.19,"Take control of a craft specially designed to navigate the tight corridors of the mineshafts. Your vehicle is also equipped with guns, missiles, and other weapons you can use to destroy the alien threat. Aliens have invaded the Lunar 1 mining colony, and you are the only person who can prevent them from taking over. Don't miss a single detail of the 27 levels thanks to free 360-degree movement in the fully 3D environments. Do you have the skills to drive out the aliens? Play Descent and find out.  "
9002,Closure,closure,Platform,,PC,Glaiel Games,Glaiel Games,,,,0.19,0.0,,,,,2009.0,,http://www.vgchartz.com/game/38913/closure/?region=All,1,,/games/boxart/full_closure_13AmericaFront.jpg,0.19, 
9003,Rabiez: Epidemic,rabiez-epidemic,Strategy,,PC,Unknown,Sekerin Productions,,,,0.19,0.0,,,,,2009.0,01st Mar 19,http://www.vgchartz.com/game/223756/rabiez-epidemic/?region=All,1,,/games/boxart/full_4451966AmericaFrontccc.jpg,0.19, 
9004,Conflict: Denied Ops,conflict-denied-ops,Shooter,M,X360,Eidos Interactive,Pivotal Games,,5.3,,0.0,0.19,0.08,0.09,,0.02,2008.0,,http://www.vgchartz.com/game/15965/conflict-denied-ops/?region=All,1,,/games/boxart/2169392ccc.jpg,0.19,"Venezuela is left in a state of civil war after the government was brutally overthrown by a military coup. With factions fighting to reinstate democracy, the U.S. government has offered their assistance, though the new government regime has threatened to deploy nuclear weapons if the U.S. meddles in Venezuelan affairs. The threat needs to be neutralized, and the U.S can't risk nuclear war.
The CIA Special Activities Division operates in isolation and secrecy. If captured, any link with the U.S. Government will be denied.
Conflict: Denied Ops is a highly accessible co-op FPS featuring massive, extremely explosive firefights across destructible environments. Work as a team to utilize the specific skills of each operative and experience the ultimate in destructive satisfaction with tons of exploding objects and an endless barrage of terrorists who are begging to be blown to hell.

Features:

Two-Man Tactics - Switch between team members at any time in single-player mode for maximum control, or have a friend join your game online.


Explode Your Enemies – Levels are built around massive fire fights with a continuous stream of enemies, and tons of exploding objects littered around the level to help your cause.


Destroy Everything – Obliterate your enemies with explosions, demolish buildings, blow through walls and destroy almost anything in the environment.


Accessible Action – In single-player mode, give commands to your team mate simply by pressing or holding a single button. Concentrate on the action, not complicated menus or control schemes.


Puncture-Tech™ – Utilize strategic destruction made possible with new Puncture-Tech™ technology developed by Pivotal Studios. Blast open new pathways, shoot unaware enemies through walls, or create holes in your cover to generate firing paths.


Source - www.eidosinteractive.com (publisher)
  "
9005,Enchanted Arms,enchanted-arms,Role-Playing,T,X360,Ubisoft,From Software,,6.9,,0.0,0.19,0.16,0.02,,0.01,2006.0,,http://www.vgchartz.com/game/644/enchanted-arms/?region=All,1,,/games/boxart/4969272ccc.jpg,0.19,"Embark on an epic RPG adventure and escape to a fantasy world filled with beautiful cinematic-quality graphics, unique characters and bizarre creatures. Take the roll of Atsuma, Enchanter-In-Training, and transform from a naïve student to the most powerful savior in a war 1,000 years in the making.
Enchanted Arms takes place in a fantasy world ruled by a powerful called “Enchant.” Humans have learned to use Enchant magic to controls the environment around them. However, lurking behind this newfound peaceful utopia, an unknown force has just awakened a hidden army of ancient creatures.
Immerse yourself in this classic tale of good versus evil as you face increasingly difficult challenges and learn to master Atsuma’s special fighting and magical abilities. Meet new allies and unlock new creatures as your party becomes stronger. You must rely on your skills, magic and allies if you wish to succeed.
Ubi.com
  "
9006,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,T,PC,Atari,Eden Studios,,6.7,,0.0,0.19,0.05,0.11,,0.03,2011.0,,http://www.vgchartz.com/game/43817/test-drive-unlimited-2/?region=All,1,,/games/boxart/full_test-drive-unlimited-2_108AmericaFront.jpg,0.19,"Test Drive Unlimited 2 aims to transform the driving genre, adding the persistency, progression and customization of the latest multiplayer games to the racing experience.  Test Drive Unlimited 2 blends single player and multiplayer sxperiences seamlessly, creating a dynamic world of evolving content and challenges.  Players define their online persona through unparalleled customization of their avatars and vehicles, and the acquisition of property, clothing and other accoutrements of a luxurious international lifestyle.  The challenge comes to life with refinement and balance of the core Test Drive driving experience.  All-new race types, vehicle classes, environmental challenges, locations and much more push this epic franchise to new levels of performance. "
9007,SpongeBob SquigglePants 3D,spongebob-squigglepants-3d,Misc,E,3DS,THQ,WayForward Technologies,,6.1,,0.0,0.19,0.13,0.05,,0.02,2011.0,,http://www.vgchartz.com/game/50236/spongebob-squigglepants-3d/?region=All,1,,/games/boxart/full_spongebob-squigglepants_50AmericaFront.jpg,0.19,"LAUGH YOUR SQUIGGLEPANTS OFF!

Wacky Nanogames  – Tilt, flick, tap and draw through more than 100 Nanogame challenges,  frantically timed for laugh-out-loud and fast-paced excitement
NEW!  Splashin’ SpongeBob Looks  – Never-before-seen SpongeBob art  collections unlocked from the Nickelodeon vault and featured in six zany  worlds
Patchy the Pirate LIVE! – President of SpongeBob’s fan  club, he serves as a guide of the game in a never-before-seen live  action experience adding hilarity and under the sea silliness
Endless  Creativity –  Create, color and draw anything imaginable with custom  paints, palettes, stamps and art tools to create a masterpiece worth of a  place in Patchy's own collection of SpongeBob Art
Exclusive level for 3DS Version!

(THQ) "
9008,South Park: The Stick of Truth,south-park-the-stick-of-truth,Role-Playing,M,PC,Ubisoft,Obsidian Entertainment,,,,0.0,0.19,0.07,0.1,,0.02,2014.0,26th Jan 18,http://www.vgchartz.com/game/71110/south-park-the-stick-of-truth/?region=All,1,,/games/boxart/full_363408AmericaFrontccc.jpeg,0.19,"From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become…cool.Arm yourself with weapons of legend to defeat underpants gnomes, hippies, and other forces of evil. Discover the lost Stick of Truth and succeed in earning your place alongside Stan, Kyle, Cartman, and Kenny as their new friend. Fail, and you will forever be known as…a loser.
Source: Ubisoft Store. "
9009,Taiko no Tatsujin: Wii U Version!,taiko-no-tatsujin-wii-u-version,Music,,WiiU,Namco Bandai Games,Bandai Namco Games,,,,0.0,0.19,,,0.19,,2013.0,18th Sep 18,http://www.vgchartz.com/game/77451/taiko-no-tatsujin-wii-u-version/?region=All,1,,/games/boxart/full_2510286JapanFrontccc.jpg,0.19, 
9010,Bless Online,bless-online,MMO,,PC,Unknown,Neowiz Corporation,,,,0.19,0.0,,,,,2013.0,01st Mar 19,http://www.vgchartz.com/game/223757/bless-online/?region=All,1,,/games/boxart/full_61596AmericaFrontccc.jpg,0.19, 
9011,Disney's Magical Mirror Starring Mickey Mouse,disneys-magical-mirror-starring-mickey-mouse,Adventure,E,GC,Nintendo,Capcom,,4.0,,0.0,0.19,0.15,0.04,,0.01,2002.0,,http://www.vgchartz.com/game/541/disneys-magical-mirror-starring-mickey-mouse/?region=All,1,,/games/boxart/3124017ccc.jpg,0.19, 
9012,Dawn of Discovery,dawn-of-discovery,Simulation,E10,Wii,Ubisoft,Sunflowers Interactive,,7.9,,0.0,0.19,0.12,0.06,,0.01,2009.0,,http://www.vgchartz.com/game/32231/dawn-of-discovery/?region=All,1,7.8,/games/boxart/full_8891168AmericaFrontccc.jpg,0.19,"
Dawn of Discovery takes place in 1404: King Georges’ land is suffering from droughts and famine. Aware of the distress of his citizens, the King decides to send his two sons, William and Edward to gain new territories in order to produce enough goods to satisfy the inhabitants. Whereas Edward suggests fighting to collect the precious resources, his brother, William offers a peaceful solution proposing to explore new and unsettled lands in the south of the Kingdom. With the agreement of his father, William heads to the South and discovers the mysterious orient culture.  Features

Explore & create with fun and ease

Explore a beautiful world, discover new places to settle and create your own realm
Learn from other cultures (Oriental, European…) & expand your horizons
All the controls are intuitive, the interface is fully adapted to the consoles’ gameplay


Discover how to manage cities & societies

Be considerate, plan wisely and learn to manage resources
Satisfy the needs of your citizens and care for your society


Enjoy friendly, peaceful family entertainment

Relax & build your cities in a rich and peaceful world
Play together with your family & friends and let them help you to create your world thanks to the 2-player co-op mode for Wii 



 "
9013,Super Star,super-star,Visual Novel,,PC,Unknown,Dream Works,,,,0.19,0.0,,,,,2009.0,01st Mar 19,http://www.vgchartz.com/game/223758/super-star/?region=All,1,,/games/boxart/full_975275AmericaFrontccc.jpg,0.19, 
9014,FIFA 17,fifa-17,Sports,E,PC,Electronic Arts,EA Canada,,,,0.0,0.19,,0.18,,0.01,2016.0,28th Mar 18,http://www.vgchartz.com/game/131413/fifa-17/?region=All,1,,/games/boxart/full_6678540PALFrontccc.jpg,0.19, 
9015,Barbie Fashion Show: An Eye for Style,barbie-fashion-show-an-eye-for-style,Misc,E,DS,Activision,Activision,,,,0.0,0.19,0.18,0.0,,0.01,2008.0,,http://www.vgchartz.com/game/27438/barbie-fashion-show-an-eye-for-style/?region=All,1,,/games/boxart/full_9084230AmericaFrontccc.jpg,0.19," Now you can put your personal mark on the fashion world!Thousands of Customizable Options!    -Design skirts, dresses, shoes, fabrics, and more!    -Choose the models, hair & accessories, music, poses, lighting, stages, and more!10 Glamorous Fashion Shows    -Including 45 unique design challenges10 Different Character Models    -Design clothes to dress 10 different characters (5 female, 5 male) while interacting with Barbie™ and Teresa™Design Fashions for the Perfect Date!    -Create boy and girl fashions for dances, weddings, and more!Create Your Own Photo Shoot    -Print and share photos with your friends
Activision "
9016,Final Fantasy XI: Online,final-fantasy-xi-online,Role-Playing,T,X360,Square Enix,Square Enix,,6.7,,0.0,0.19,0.17,0.01,,0.01,2006.0,,http://www.vgchartz.com/game/763/final-fantasy-xi-online/?region=All,1,,/games/boxart/full_7428182AmericaFrontccc.jpg,0.19,"
Explore the living online world of Vana'diel in FINAL FANTASY® XI. The Rise of the Zilart™ and Chains of Promathia expansion packs provide fifteen unique jobs and hundreds of areas. Frequent updates and events add to the award-winning visuals, innovative gameplay, and deep story line of the world-renowned FINAL FANTASY series.




Online RPG: First massively multiplayer online roleplaying game (MMORPG) in the renowned FINAL FANTASY series.
Cross-platform title: First MMORPG that lets gamers connect to the same gaming world, regardless of platform.
Varied quests: From one of three starting nations, players can undertake conquests to elevate their nation's standing, missions to build their reputation within a nation, and quests to discover useful items, earn money, uncover valuable information, and learn more about the story of Vana'diel.
Custom characters: Personalize your character with a host of physical traits and jobs. Gain the ability to equip and switch support jobs at any time. 
Special quests: Participate in missions to unlock exciting new jobs such as ""Dark Knight,"" ""Summoner,"" and ""Ninja."" 
Intuitive battle system: Experience a complex yet well-balanced battle system fit for beginners and experienced gamers alike. Perform strategic attacks using magic, job abilities, and weapon skills.
Huge world: More than 100 areas to explore including mountains, forests, ice plains, deserts, oceans, rivers, castles, and dungeons.
Changing time, climate, and weather: Live in a persistent world with time and climate changes that range from full day/night cycles to desert sandstorms, thunderstorms, fog, and snow.
Helpful features: Players will be able to play at their own pace and form parties by using various integrated communication tools, including PlayOnline Chat and PlayOnline Mail.
Gorgeous, complex saga: Experience the same visual style and deep story lines that have become a staple of the FINAL FANTASY series.
PlayOnline Viewer software: With communication tools, access to support, customization tools, and games, including the enhanced online version of the Tetra Master card game from FINAL FANTASY® IX.
Rise of the Zilart expansion pack: Explore new areas and features.



 
Xbox.com "
