Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
19001,Assassin's Creed Chronicles,assassins-creed-chronicles,Action,T,XOne,Ubisoft,Climax Studios,,,,0.0,0.01,,0.01,,0.0,2016.0,03rd Jul 18,http://www.vgchartz.com/game/86357/assassins-creed-chronicles/?region=All,1,,/games/boxart/full_5434204AmericaFrontccc.jpg,0.01, 
19002,Battle Garegga Rev.2016,battle-garegga-rev2016,Strategy,,PS4,M2,Arc System Works,,,,0.0,0.01,,,0.01,,2016.0,20th Sep 18,http://www.vgchartz.com/game/150229/battle-garegga-rev2016/?region=All,1,,/games/boxart/full_8936101JapanFrontccc.jpg,0.01, 
19003,Heart no Kuni no Alice: Wonderful Twin World,heart-no-kuni-no-alice-wonderful-twin-world,Misc,,PSP,Quinrose,Unknown,,,,0.0,0.01,,,0.01,,2014.0,,http://www.vgchartz.com/game/82557/heart-no-kuni-no-alice-wonderful-twin-world/?region=All,1,,/games/boxart/default.jpg,0.01, 
19004,Madagascar: Escape 2 Africa,madagascar-escape-2-africa,Action,E10,PC,Activision,Aspyr,,,,0.0,0.01,0.01,,,0.0,2008.0,,http://www.vgchartz.com/game/28820/madagascar-escape-2-africa/?region=All,1,,/games/boxart/full_5115882AmericaFrontccc.jpg,0.01,"Join Alex the lion, Marty the Zebra, Melman the Giraffe, Gloria the Hippo and their entire madcap MadagascarTM crew on a whole new action-packed journey to save the African savannah in the Madagascar: Escape 2 Africa™ video game.

Play as all your favorite Madagascar characters plus new onesYour favorite characters from Madagascar return and you can play them all! In addition to Alex, Marty, Gloria, and Melman, you also get to play as the crafty penguins, the wacky King Julien and new hippo character Moto Moto!
Experience unique combat moves for each characterLearn all the moves and choose which character is best for the situation at hand.
Adventure through 12 levels and 10 tournament mini-games from the movie and beyondExperience the characters, settings and situations established in Dreamworks Animation’s new Madagascar movie. Unique new environments include the Watering Hole, a free roaming area that’s been expanded for the game, the volcano and the plane wreck.
Master new gameplay challenges and twice as much multi-playerMaster new and expanded tournament mini-games including twice as much multiplayer action as the first Madagascar!
 "
19005,Icewind Dale II,icewind-dale-ii,Role-Playing,T,PC,Interplay,Black Isle Studios,,,,0.0,0.01,0.0,0.01,,0.0,2002.0,,http://www.vgchartz.com/game/16887/icewind-dale-ii/?region=All,1,,/games/boxart/full_icewind-dale-ii_579AmericaFront.jpg,0.01,"The worst fear of the civilized realms has come true. The Goblinoids have united into an army of outcasts and misfits and they want to call the Ten Towns their own. Massive swarms of Orcs and Worg-mounted Goblins are attempting to overrun the town of Targos, and that's just the beginning! A call has gone out to all those willing to face insurmountable odds in defense of the Ten Towns. Will you heed the call to arms and face the greatest threat to the Spine of the World?
[Interplay] "
19006,Wade Hixton's Counter Punch,wade-hixtons-counter-punch,Sports,T,GBA,"Destination Software, Inc",Inferno Games,,,,0.0,0.01,0.01,0.0,,0.0,2004.0,,http://www.vgchartz.com/game/13858/wade-hixtons-counter-punch/?region=All,1,,/games/boxart/2063643ccc.jpg,0.01,"After his car breaks down, Wade Hixton stumbles upon the little-known town of Big Piney. Wade, however, gets himself into even more trouble, as town members challenge him to fight. Step into Wade's shoes as he boxes nine different fighters, each with a unique personality and fighting technique. Give yourself a competitive advantage by upgrading your attacks, purchasing new moves, and even paying off characters to assist you during matches.  "
19007,Junjou Romanchika: Koi no Doki Doki Daisakusen,junjou-romanchika-koi-no-doki-doki-daisakusen,Adventure,,PS2,Marvelous Interactive,Marvelous Interactive,,,,0.0,0.01,,,0.01,,2008.0,,http://www.vgchartz.com/game/29415/junjou-romanchika-koi-no-doki-doki-daisakusen/?region=All,1,,/games/boxart/full_junjou-romanchika-koi-no-doki-doki-daisakusen_6JapanFront.jpg,0.01, 
19008,Tropico 3: Gold Edition,tropico-3-gold-edition,Strategy,T,PC,Kalypso,Haemimont Games,,,,0.0,0.01,,0.01,,0.0,2010.0,,http://www.vgchartz.com/game/48953/tropico-3-gold-edition/?region=All,1,,/games/boxart/full_tropico-3-gold-edition_797AmericaFront.jpg,0.01, 
19009,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,shin-koihime-musou-otome-taisen-sangokushi-engi,Misc,,PS3,Views,Unknown,,,,0.0,0.01,,,0.01,,2014.0,,http://www.vgchartz.com/game/79229/shin-koihime-musou-otome-taisen-sangokushi-engi/?region=All,1,,/games/boxart/default.jpg,0.01, 
19010,Luxor: Pharaoh's Challenge,luxor-pharaohs-challenge,Puzzle,E,DS,Mumbo Jumbo,Mac Play,,,,0.0,0.01,,0.01,,0.0,2007.0,,http://www.vgchartz.com/game/40985/luxor-pharaohs-challenge/?region=All,1,,/games/boxart/full_6725664AmericaFrontccc.jpg,0.01, 
19011,Outdoors Unleashed: Alaska 3D,outdoors-unleashed-alaska-3d,Sports,T,3DS,Mastiff,Mastiff,,,,0.0,0.01,0.01,,,0.0,2011.0,,http://www.vgchartz.com/game/68664/outdoors-unleashed-alaska-3d/?region=All,1,,/games/boxart/full_7688087AmericaFrontccc.jpg,0.01,"
Outdoors Unleashed Alaska 3D takes players on a guided expedition through the American Northwest where they take aim at game such as Deer, Elk and Grizzly Bears!
 

The Game features the thrilling hunting experience that is Mastiff Outdoor Action and 3D that brings the world up close and personal like never before. Outdoors Unleashed is filled with predators ready to turn the hunter into the hunted at any moment!
Features
• Full, Immersive 3D• Selection of over 30 weapons• Gameplay spanning the Alaskan Wilderness• Hundreds of achievements, medals and trophies to be earned• The best in real world equipment including items from Wiley X, Weaver Optics, Magnum and more
 
Nintendo.com

"
19012,Winning Post 8 2018,winning-post-8-2018,Sports,,NS,Koei Tecmo,Koei Tecmo Games,,,,0.0,0.01,,,0.01,,2018.0,30th Jul 18,http://www.vgchartz.com/game/221398/winning-post-8-2018/?region=All,1,,/games/boxart/full_9588937JapanFrontccc.jpg,0.01, 
19013,Gardening Mama 2: Forest Friends,gardening-mama-2-forest-friends,Simulation,E,3DS,Majesco Entertainment,Cooking Mama Ltd.,,,,0.0,0.01,,0.01,,0.0,2014.0,24th Jan 19,http://www.vgchartz.com/game/79417/gardening-mama-2-forest-friends/?region=All,1,,/games/boxart/full_9031323AmericaFrontccc.png,0.01, 
