Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
16001,Aegis of Earth: Protonovus Assault,aegis-of-earth-protonovus-assault,Action,T,PS4,Aksys Games,Acquire,,,,0.0,0.04,0.03,0.01,,0.01,2016.0,15th Jun 18,http://www.vgchartz.com/game/86122/aegis-of-earth-protonovus-assault/?region=All,1,,/games/boxart/full_8984132AmericaFrontccc.jpg,0.04, 
16002,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,tokimeki-mahjong-paradise-koi-no-tenpai-beat,Misc,,SAT,Sonnet,Unknown,,,,0.0,0.04,,,0.04,0.0,1995.0,,http://www.vgchartz.com/game/4592/tokimeki-mahjong-paradise-koi-no-tenpai-beat/?region=All,1,,/games/boxart/full_8113580JapanFrontccc.jpg,0.04,"Tokimeki Mahjong Paradise is a Board game, published by Sonnet,  which was released in Japan in 1995. "
16003,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,blue-roses-yousei-to-aoi-hitomi-no-senshitachi,Adventure,,PSP,Nippon Ichi Software,Flight-Plan,,,,0.0,0.04,,,0.04,,2010.0,,http://www.vgchartz.com/game/45498/blue-roses-yousei-to-aoi-hitomi-no-senshitachi/?region=All,1,,/games/boxart/full_blue-roses-yousei-to-aoi-hitomi-no-senshitachi_5JapanFront.jpg,0.04,"Blue Roses: Yousei to Aoi Hitomi no Senshitachi is a Strategy game, developed by ApolloSoft and published by Nippon Ichi Software,  which was released in Japan in 2010. "
16004,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,kidou-gekidan-haro-ichiza-gundam-mahjong-ds-oyaji-nimo-agarareta-koto-nai-noni,Misc,,DS,Bandai,Microvision,,,,0.0,0.04,,,0.04,,2005.0,,http://www.vgchartz.com/game/7318/kidou-gekidan-haro-ichiza-gundam-mahjong-ds-oyaji-nimo-agarareta-koto-nai-noni/?region=All,1,,/games/boxart/full_10493JapanFrontccc.jpg,0.04, 
16005,Zatch Bell! Mamodo Fury,zatch-bell-mamodo-fury,Fighting,T,GC,Namco Bandai,Mechanic Arms,,,,0.0,0.04,0.03,0.01,,0.0,2006.0,,http://www.vgchartz.com/game/2796/zatch-bell-mamodo-fury/?region=All,1,,/games/boxart/201441ccc.jpg,0.04,"Players join Zatch, Kiyo and other characters from the hit manga and TV series ZATCHBELL! as they battle to become the mighty mamodo king. This time, up to four players can choose from more than 20 different playable teams. With three gameplay modes including Story Mode, VS mode and Arcade Mode, players can experience all the action in environments faithful to the TV series. All voice acting is even done by the U.S. TV show cast.
Playstation "
16006,JASF: Jane's Advanced Strike Fighters,jasf-janes-advanced-strike-fighters,Simulation,T,PC,Unknown,Trickstar Games,,,,0.0,0.04,0.02,0.01,,0.0,2011.0,,http://www.vgchartz.com/game/64794/jasf-janes-advanced-strike-fighters/?region=All,1,,/games/boxart/full_jasf-janes-advanced-strike-fighters_115AmericaFront.jpg,0.04,"J.A.S.F. Jane's Advanced Strike Fighters is set in the fictional country of Azbaristan; the once-great nation has been torn apart by a decade of civil war, followed by aknost a decade of uneasy peace. The ten year war resulted in huge territorial gains for Northern People's Republic Azbaristan and their controlling poitical party, the Northem People's Party, giving them control of all of the country except for the oil-rich province that is all that is left of South Azbaristan. The Southern Azbarisn Democratic Front of South Atharistan has only managed to hold off the North with the aid of the West, which supplies mili-tary and logistical aid to the tiny state in return for the oil exports from their vast reserves. Players will have the chance to assume the role of squadron leader Razor and lead fight to reunify Azbaristan and protect the West's vital interests. J.A.S.F. the videogame is an intense modem flight action sirs featuring an epic 16 mission story gaming experience that will take air combat to the next level with engaging enemies, flight battles, expansive battlefields and 30 authentic licensed fighters.
 
Evolved Games "
16007,b.l.u.e.: Legend of Water,blue-legend-of-water,Adventure,,PS,Hudson Soft,CAProduction,,,,0.0,0.04,,,0.04,,1998.0,,http://www.vgchartz.com/game/2871/blue-legend-of-water/?region=All,1,,/games/boxart/full_6327242JapanFrontccc.jpg,0.04,"B.L.U.E.: Legend of Water is an Adventure game, developed by CAProduction and published by Hudson,  which was released in Japan in 1998. "
16008,Dora's Big Birthday Adventure,doras-big-birthday-adventure,Misc,E,PS2,2K Play,TBA,,,,0.0,0.04,0.02,0.01,,0.0,2010.0,,http://www.vgchartz.com/game/47834/doras-big-birthday-adventure/?region=All,1,,/games/boxart/full_doras-big-birthday-adventure_10AmericaFront.jpg,0.04,"
Ready for a Birthday Adventure?

Everyone is coming for Dora’s big birthday fiesta ...but where is the birthday girl? Dora and Boots are trapped in Wizzle World! They need your help to find the Wishing Crystal and get home. Magically ride on a unicorn, explore the tree troops as Boots, and float over Sea Snake Lake in a giant bubble! Just watch out for La Bruja! Happy Birthday, Dora! ¡Feliz Cumpleanos, Dora!


http://www.nintendo.com/games/detail/FTTYdAkobZXj_8FrFJ0Vtbe0F_75gkdn "
16009,NatGeo Challenge! Wild Life,natgeo-challenge-wild-life,Misc,E,Wii,D3 Publisher,Gusto Games,,,,0.0,0.04,0.03,0.0,,0.0,2010.0,,http://www.vgchartz.com/game/44450/natgeo-challenge-wild-life/?region=All,1,,/games/boxart/full_natgeo-quiz-wild-life_1AmericaFront.jpg,0.04,"Mix together a multiplayer quiz based on different engaging questions with the incredible National Geographic content and you will have the perfect recipe for fun. NatGeo Quiz! is the ideal social game to be played with family and friends. You don’t need to be a nature expert as you work your way through images, video and many different question types. The multiplayer quiz is just the tip of the iceberg as you will be able to play other game modes such as quest and stat attacks. "
16010,PopStar Guitar,popstar-guitar,Misc,T,PS2,XS Games,Broadsword Interactive,,,,0.0,0.04,0.02,0.01,,0.0,2008.0,,http://www.vgchartz.com/game/26090/popstar-guitar/?region=All,1,,/games/boxart/full_7701006AmericaFrontccc.jpg,0.04,"Assume the role of a lead guitarist as you make your way from garage band to playing on the main stage.
us.playstation.com "
