,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
0,3001,Ridge Racer,ridge-racer,Racing,E,PS,Namco,Namco,,9.0,,0.0,0.79,,,0.74,0.05,1995.0,,http://www.vgchartz.com/game/1899/ridge-racer/?region=All,1,,/games/boxart/full_6154805AmericaFrontccc.jpg,0.79,"Ridge Racer is direct port of the arcade game that features a variety of cars and high-speed racing through beautiful scenery and long tracks. Once you finish the normal courses, more challenging stages will open up. This game launched with the PlayStation and showed that the system was more than capable of producing great 3D graphics with fast frame rates.
 
Source - www.us.playstation.com "
1,3002,All Star Cheer Squad,all-star-cheer-squad,Sports,E,Wii,THQ,Gorilla Systems,,,,0.0,0.79,0.43,0.29,,0.08,2008.0,,http://www.vgchartz.com/game/19924/all-star-cheer-squad/?region=All,1,,/games/boxart/full_6083287AmericaFrontccc.jpg,0.79,"You've made the squad… Now it's time to show your stuff!
It's all about teamwork and style as you compete and cooperate in squad and one-on-one cheer-offs. Use the Wii Remote and Nunchuk to perform hundreds of cheer/dance moves. Or get the full-body cheer experience using the Wii Balance Board™. Do you have what it takes to lead your squad all the way to the Championships? Give it all you've got to become the All Star Cheerleader!


Play one of the first games to incorporate the Wii Balance Board™
Learn awesome steps and choreograph your own routines to cheer music!
Compete with friends or on a team
Customize the look of your character and team including face, hair, make-up and outfits.
Grow your All-Star squad as you advance through the competitive season and move from rookie to All Star Cheer Captain.




Game Webiste "
2,3003,Dead Island: Riptide,dead-island-riptide,Misc,M,X360,Deep Silver,Techland,,5.6,,0.0,0.79,0.44,0.27,0.01,0.07,2013.0,15th Mar 18,http://www.vgchartz.com/game/70789/dead-island-riptide/?region=All,1,,/games/boxart/full_4976933AmericaFrontccc.jpg,0.79,"

They thought they had escaped Banoi, but can’t wake up from this nightmare. Thrown back into the midst of the Zombie outbreak, the fight for survival continues!
Dead Island Riptide takes players to the island of Palanai on the Banoi archipelago, infested with bloodthirsty Zombies and only a few remaining Survivors still fighting for their lives. Introducing new terrifying enemies, deadly weapons, a new playable character and much more, Dead Island Riptide will draw players back into a world that has grown corrupt – with the last rays of hope vanishing in rising tides.
Source: deepsilver.com
 "
3,3004,Harvest Moon: A Wonderful Life,harvest-moon-a-wonderful-life,Role-Playing,E,GC,Natsume,Marvelous Interactive,,8.2,,0.0,0.79,0.61,0.16,,0.02,2004.0,,http://www.vgchartz.com/game/6294/harvest-moon-a-wonderful-life/?region=All,1,,/games/boxart/2879213ccc.jpg,0.79,"The Biggest Harvest Ever!
Farming lasts a lifetime in Forget Me Not Valley, a coastal village where you own your farm. Cultivate friendships and raise a family while maintaining your crops and livestock. What sort of life will you live?
Farming features:
Cultivate your own seeds into the best produce available! Realistic environmental effects through multiple years! Link up to Harvest Moon : Friends of Mineral Town on the Game Boy Advance™! Exclusively for NINTENDO GAMECUBE!
*Back of Box (PAL) "
4,3005,Momotarou Dentetsu 7,momotarou-dentetsu-7,Simulation,,PS,Hudson Entertainment,Hudson Soft,,,,0.0,0.79,,,0.74,0.05,1997.0,,http://www.vgchartz.com/game/3823/momotarou-dentetsu-7/?region=All,1,,/games/boxart/full_5834575JapanFrontccc.jpg,0.79, 
5,3006,Darksiders II,darksiders-ii,Action-Adventure,M,X360,THQ,Vigil Games,,8.6,,0.0,0.79,0.45,0.27,0.0,0.07,2012.0,07th Feb 18,http://www.vgchartz.com/game/70582/darksiders-ii/?region=All,1,,/games/boxart/full_967876AmericaFrontccc.jpg,0.79,"Darksiders II follows the exploits of Death, one of the four horsemen of  the Apocalypse, in an action-packed tale that runs parallel to the  events in the original Darksiders game. This epic journey propels Death  across an expansive gameworld as he tries to redeem his brother, War,  the horseman blamed for prematurely starting the Apocalypse in  Darksiders. Like the original Darksiders game before it, the second iteration of the  series is primarily a hack ‘n slash adventure. The game takes place  across netherworld environments, including ""The White city,"" an outpost  where angels live, and ""The Eternal Throne,"" a floating fortress where  the Lords of the Dead stand guard over souls that need to be cleansed.  Although Death is the most feared of the Four Horsemen, his physical  abilities are very different than his brother, War. Death is far more  nimble, and relies on a combination of melee and ranged attacks. In  combat Death's primary weapon is his huge iconic scythe, with a wide  range of other weapons and usable items that must be gathered as the  game progresses. Weapons can be dual-wielded, upgradable armor can be  acquired for protection and Death has access to his terrifying and  powerful mount, Despair.
Source: thqnordic.com "
6,3007,Motocross Mania,motocross-mania,Racing,E,PS,Take-Two Interactive,Deibus Studios,,,,0.0,0.79,0.44,0.3,,0.05,2001.0,,http://www.vgchartz.com/game/1433/motocross-mania/?region=All,1,,/games/boxart/5271691ccc.jpg,0.79,"Motocross Mania brings you throttle twisting fun with tons of racing and freestyle action. Realistic environments and high-performance bikes let you ride everything from big supercross double jumps to huge outdoor gaps. The riding only gets better as you progress through the game and unlock different bikes and tracks, adding to your bag of big air tricks.
Take 2 "
7,3008,Prototype 2,prototype-2,Action,M,X360,Activision,Radical Entertainment,,,,0.0,0.79,0.48,0.24,,0.06,2012.0,,http://www.vgchartz.com/game/49115/prototype-2/?region=All,1,,/games/boxart/default.jpg,0.79,"WELCOME TO NEW YORK ZERO
The sequel to Radical Entertainment’s best-selling open-world action game of 2009, PROTOTYPE® 2 takes the unsurpassed carnage of the original PROTOTYPE and continues the experience of becoming the ultimate shape-shifting  weapon.  You are Sgt James Heller, husband to a deceased wife and child  and a soldier left simply to die.  As the game’s all-new infected protagonist, players will experience Sgt  James Heller cutting a bloody swathe through the wastelands of  post-viral New York Zero. Equipped with unparalleled new shapeshifting  powers,players will gradually build a vast genetic arsenal of deadly new  biological weapons and abilities as they hunt, kill and consume their  way toward the ultimate goal – to kill…Alex…Mercer!  Are you ready to murder your maker?
- Official Site : http://www.prototypegame.com "
8,3009,NBA 2K16,nba-2k16,Sports,E10,PS3,2K Sports,Visual Concepts,,,,0.0,0.79,0.49,0.12,0.05,0.13,2015.0,28th Mar 18,http://www.vgchartz.com/game/85557/nba-2k16/?region=All,1,,/games/boxart/full_4006868AmericaFrontccc.jpg,0.79,"
Be the Story
The NBA 2K franchise is back with the most true-to-life NBA experience to date with NBA 2K16. Guide your MyPLAYER through the complete NBA journey, take control of an entire NBA franchise, or hone your skills online competing against gamers from around the world. With animations that provide smoother movement and more realistic articulation, it’s certain to be the most authentic NBA gaming experience yet.
Source: 2k.com
 "
9,3010,Band Hero,band-hero,Misc,E10,X360,Activision,Neversoft Entertainment,,7.6,,0.0,0.79,0.51,0.21,,0.07,2009.0,,http://www.vgchartz.com/game/37171/band-hero/?region=All,1,8.3,/games/boxart/full_7603677AmericaFrontccc.jpg,0.79,"This holiday season, the biggest music event of the year will hit living rooms around the world as family and friends come together to ascend the virtual stage and rock their way to superstardom with Band Hero™. Brought to you by the makers of Guitar Hero®, one of the best-selling video game franchises of all time, Band Hero brings a new genre of music focused on today's hottest hits and classic anthems.  Headlined by some of music’s biggest names as playable characters such as Taylor Swift and Adam Levine of Maroon 5, Band Hero is the ultimate party game where players of all ages will be able to experience the signature, easy-to-learn Guitar Hero® gameplay.  Taking social gameplay to new heights, Band Hero™, allows fans to create the band they have always dreamed of using any combination of guitar or drum controllers and vocals, providing a new generation of rockers and performers the chance to experience and interact with their favorite music.
www.activison.com
  "
10,3011,Football Manager 2014,football-manager-2014,Sports,,PC,Sega,Sports Interactive,,8.4,,0.79,0.0,,,,,2013.0,21st Mar 18,http://www.vgchartz.com/game/76962/football-manager-2014/?region=All,1,,/games/boxart/full_9216754PALFrontccc.jpg,0.79,"
More than 1,000 improvements and enhancements make Sports Interactive and SEGA’s tenth Football Manager the most compelling and realistic to date!
Football Manager 2014 is the most feature-packed and technically advanced release in the series’ history. Benefitting from more than 1,000 improvements and enhancements over its most recent predecessor, FM 2014 is the most realistic simulation of football management ever released.
In addition to enhanced gameplay, FM 2014 also delivers a range of technical innovations, with the game available on Linux for the first time and the introduction of ‘cloud save’ technology, which means that managers can now pursue a single career from any computer, anywhere in the world.
The FM experience is also more customisable than ever before, as the integration of Steam Workshop tools make it easy for managers to create and share customised FM content and experiences such as photo/logo packs, new and custom competitions and even tailor-made in-game challenges using the new Challenge Editor which has been incorporated into the free-to-download Pre-game Editor.
Features

Play      it whenever, wherever, however

Play  on Linux for the first time, plus the inclusion of ‘cloud-save’  technology which means that managers can now pursue a single career from  any computer, anywhere in the world. FM14 also includes integration  with Steam Workshop making it easy for managers to create and share  customised FM content such as photo/logo packs, new and custom  competitions and tailor-made challenges using the new Challenge Editor.

Improved      Match Engine

The 3D Match Engine has seen extensive improvements, including enhanced AI, improved lighting and player animation, individual player character and kit models, more realistic player reaction to on-field incidents and a range of optimisations which combine to make this the best looking and fastest FM Match Engine yet.

Tactical      overhaul

There has been a complete redesign of how tactics are created, selected and implemented with player roles and team strategies becoming even more prominent, definable roles for players for multiple positions, new player roles and instructions and improvements to rival managers' AI so that they’ll adapt their tactics more readily over time.

More      realistic transfers and contracts

FM 2014 features a revamped transfer module where opposing clubs and managers adopt a more realistic approach when making or responding to transfer offers. In addition, a number of new ‘real world’ transfer clauses have been added, such as the facility to loan a player back to the club he’s just been bought from and the option to offer a combination of cash and loan players, as well as new contract clauses such as a sub bench appearance fee. On top of this, the old ‘turn-based’ system of transfer negotiations can now be done two ways, the tried and tested system and a new ‘live’ system, similar to that used in FM’s contract negotiations.

More      sophisticated board interaction

Contract negotiations are more realistic in FM 2014, as managers and boards can now make demands and lay down their respective visions for the club in both initial job interviews and contract renewal discussions. Managers can also attempt to renegotiate transfer and wage budgets as a reward for staying loyal if they’ve been offered a job by another club, with the outcome helping aid their decision on whether to move or not.

Improved interaction with      players, staff and media

There is now better interaction between players, managers, their rivals and the media; for example, members of the coaching staff now offer feedback on how reserve and youth team players are performing. Managers can also ask key players to have a word with unhappy squad members, while the introduction of an end-of-season meeting allows the manager to let the squad know how they have performed and set targets for the coming season.

News      system

The news system has been overhauled so managers can now deal with many club matters directly from their inbox. In addition, news is now colour-coded, based on category, and contains more detail – for example, scout reports now appear as a single news item with a top-line report on all players scouted and the facility to shortlist or make an offer for each of these players.

Enhanced      user interface

Major changes have been made to FM 2014’s user interface. Key areas have been redesigned – including the training overview page, the transfer centre and the news homepage – while widespread changes have been made across the game’s user interface. The language employed throughout the game has also enjoyed a major overhaul and now corresponds more closely to the language of real world football.

Football      Manager Classic evolved

Managers can now choose more than three playable nations in Classic mode for a more immersive experience. In addition, FM’s ‘fast play’ mode now includes Transfer Deadline Day, a Match Plan wizard and new unlockables.
Source: sigames.com
 
 "
11,3012,Mega Man 5,mega-man-5,Platform,,NES,Capcom,Capcom,,,,0.0,0.79,0.39,0.07,0.32,0.01,1992.0,,http://www.vgchartz.com/game/3738/mega-man-5/?region=All,1,,/games/boxart/7305119ccc.jpg,0.79,"In the year 20XX, after a brief period of peace, an army led by what appears to be Protoman storms throughout the world wreaking havoc. One day, Dr Light turns up missing who has been kidnapped by Protoman and the only clues left behind to Mega Man are a brief note from Proto Man and his signature yellow scarf.
 Mega Man wonders why his brother is doing this, but with little choice left except to save the doctor, he is called into action once more.
Added by Megaman2. "
12,3013,WCW Mayhem,wcw-mayhem,Fighting,T,N64,Electronic Arts,Kodiak Interactive,,,,0.0,0.79,0.63,0.15,,0.01,1999.0,,http://www.vgchartz.com/game/2649/wcw-mayhem/?region=All,1,,/games/boxart/351031ccc.jpg,0.79,Out Of Hand. Out Of The Ring.-Create a wrestler-All new weapons-Over 50 WCW Superstars-All TV and PPV Venues-Real Ring Entrances-13 Backstage areas.US box 
13,3014,Dragon Quest Monsters 2,dragon-quest-monsters-2,Role-Playing,,3DS,Square Enix,TOSE Software,,,,0.0,0.79,,,0.79,,2014.0,07th Jan 18,http://www.vgchartz.com/game/78895/dragon-quest-monsters-2/?region=All,1,,/games/boxart/full_4977848JapanFrontccc.jpg,0.79, 
14,3015,Dance Dance Revolution SuperNOVA 2,dance-dance-revolution-supernova-2,Simulation,E10,PS2,Konami,Konami Computer Entertainment Tokyo,,,,0.0,0.79,0.64,0.03,0.02,0.1,2007.0,,http://www.vgchartz.com/game/7523/dance-dance-revolution-supernova-2/?region=All,1,,/games/boxart/full_6031638AmericaFrontccc.jpg,0.79,"The hottest revolution and bestselling video game in the music game category explodes onto the dance floor with Dance Dance Revolution SuperNOVA2, the follow-up to 2006's biggest and best DDR game to date! Dance Dance Revolution SuperNOVA2 will deliver a dance party extravaganza with its fun interactive gameplay, incredible song selection and innovative new game modes.
Playstation "
